v1,v2,v3_cleaned,key_column
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",cheers u tex mecause u werebored yeah okden hunny r uin wk sat sound s likeyour havin gr8fun j keep updat countinlots of loveme xxxxx,cheers u tex mecause u werebored yeah okden hunny r uin wk sat sound likeyour havin gr8fun j keep updat countinlots loveme xxxxx
ham,"Sorry,  in meeting I'll call you later",sorry in meeting i ll call you later,sorry meeting call later
ham,Yo! Howz u? girls never rang after india. L,yo howz u girls never rang after india l,yo howz u girls never rang india l
ham,Yeah but which is worse for i,yeah but which is worse for i,yeah worse
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,hard live 121 chat just 60p min choose your girl and connect live call now cheap chat uk s biggest live service vu bcm1896wc1n3xx,hard live 121 chat 60p min choose girl connect live call cheap chat uk biggest live service vu bcm1896wc1n3xx
ham,I tagged MY friends that you seemed to count as YOUR friends.,i tagged my friends that you seemed to count as your friends,tagged friends seemed count friends
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,not heard from u4 a while call 4 rude chat private line to cum wan 2c pics of me gettin shagged then text pix to 8552 2end send stop 8552 sam xxx,heard u4 call 4 rude chat private line cum wan 2c pics gettin shagged text pix 8552 2end send stop 8552 sam xxx
ham,Ok...,ok,ok
ham,Long time. You remember me today.,long time you remember me today,long time remember today
ham,Havent shopping now lor i juz arrive only,havent shopping now lor i juz arrive only,havent shopping lor juz arrive
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,thank u it better work out cause i will feel used otherwise,thank u better work cause feel used otherwise
ham,Are you up for the challenge? I know i am :),are you up for the challenge i know i am,challenge know
ham,How much did ur hdd casing cost.,how much did ur hdd casing cost,much ur hdd casing cost
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,mystery solved just opened my email and he s sent me another batch isn t he a sweetie,mystery solved opened email sent another batch sweetie
ham,I can't describe how lucky you are that I'm actually awake by noon,i can t describe how lucky you are that i m actually awake by noon,describe lucky actually awake noon
spam,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,this is the 2nd time we have tried to contact u u have won the 1450 prize to claim just call b4 310303 t cs stop sms 140ppm,2nd time tried contact u u 1450 prize claim call b4 310303 cs stop sms 140ppm
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",today is sorry day if ever i was angry with you if ever i misbehaved or hurt you plz plz just slap urself bcoz its ur fault i m basically good,today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault basically good
ham,Cheers for the card ... Is it that time of year already?,cheers for the card is it that time of year already,cheers card time year already
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasies call now just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k,hot live fantasies call 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",when people see my msgs they think iam addicted to msging they are wrong bcoz they don t know that iam addicted to my sweet friends bslvyl,people see msgs think iam addicted msging wrong bcoz know iam addicted sweet friends bslvyl
ham,Ugh hopefully the asus ppl dont randomly do a reformat.,ugh hopefully the asus ppl dont randomly do a reformat,ugh hopefully asus ppl dont randomly reformat
ham,"Haven't seen my facebook, huh? Lol!",haven t seen my facebook huh lol,seen facebook huh lol
ham,"Mah b, I'll pick it up tomorrow",mah b i ll pick it up tomorrow,mah b pick tomorrow
ham,Still otside le..u come 2morrow maga..,still otside le u come 2morrow maga,still otside le u come 2morrow maga
ham,Do u still have plumbers tape and a wrench we could borrow?,do u still have plumbers tape and a wrench we could borrow,u still plumbers tape wrench could borrow
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",dear voucher holder to claim this weeks offer at you pc please go to ts cs apply,dear voucher holder claim weeks offer pc please go ts cs apply
ham,It vl bcum more difficult..,it vl bcum more difficult,vl bcum difficult
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,ur going 2 bahamas callfreefone and speak to a live operator to claim either bahamas cruise of 2000 cash 18 only to opt out txt x to,ur going 2 bahamas callfreefone speak live operator claim either bahamas cruise 2000 cash 18 opt txt x
ham,Havent still waitin as usual... ÌÏ come back sch oredi?,havent still waitin as usual come back sch oredi,havent still waitin usual come back sch oredi
ham,In meeting da. I will call you,in meeting da i will call you,meeting da call
ham,K k :-):-) then watch some films.,k k then watch some films,k k watch films
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,does cinema plus drink appeal tomo is a fr thriller by director i like on at mac at 8 30,cinema plus drink appeal tomo fr thriller director like mac 8 30
ham,There the size of elephant tablets & u shove um up ur ass!!,there the size of elephant tablets u shove um up ur ass,size elephant tablets u shove um ur ass
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends take cr da,many people seems special first sight remain special till last sight maintain till life ends take cr da
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked,parents kidz friends n colleagues screaming surprise waiting sofa naked
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,dunno i juz askin cos i got a card got 20 off 4 a salon called hair sense so i tot it s da one cut ur hair,dunno juz askin cos got card got 20 4 salon called hair sense tot da one cut ur hair
ham,Good morning pookie pie! Lol hope I didn't wake u up,good morning pookie pie lol hope i didn t wake u up,good morning pookie pie lol hope wake u
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,maybe if you woke up before fucking 3 this wouldn t be a problem,maybe woke fucking 3 problem
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,happy birthday to you dear with lots of love rakhesh nri,happy birthday dear lots love rakhesh nri
ham,Howz that persons story,howz that persons story,howz persons story
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call now only 10p per min bt national rate,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 10p per min bt national rate
ham,X2  &lt;#&gt; . Are you going to get that,x2 lt gt are you going to get that,x2 lt gt going get
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,hi neva worry bout da truth coz the truth will lead me 2 ur heart it s the least a unique person like u deserve sleep tight or morning,hi neva worry bout da truth coz truth lead 2 ur heart least unique person like u deserve sleep tight morning
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,ur awarded a city break and could win a 200 summer shopping spree every wk txt store to 88039 skilgme tscs087147403231winawk age16 1 50perwksub,ur awarded city break could win 200 summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawk age16 1 50perwksub
ham,Is ur paper today in e morn or aft?,is ur paper today in e morn or aft,ur paper today e morn aft
ham,I will lick up every drop :) are you ready to use your mouth as well?,i will lick up every drop are you ready to use your mouth as well,lick every drop ready use mouth well
ham,And you! Will expect you whenever you text! Hope all goes well tomo ,and you will expect you whenever you text hope all goes well tomo,expect whenever text hope goes well tomo
ham,Great. P diddy is my neighbor and comes for toothpaste every morning,great p diddy is my neighbor and comes for toothpaste every morning,great p diddy neighbor comes toothpaste every morning
ham,"I av a new number,  . Wil u only use this one,ta.",i av a new number wil u only use this one ta,av new number wil u use one ta
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,so its to be poking man everyday that they teach you in canada abi how are you just saying hi,poking man everyday teach canada abi saying hi
ham,7 lor... Change 2 suntec... Wat time u coming?,7 lor change 2 suntec wat time u coming,7 lor change 2 suntec wat time u coming
ham,No de.am seeing in online shop so that i asked.,no de am seeing in online shop so that i asked,de seeing online shop asked
ham,Just curious because my cuz asked what I was up to,just curious because my cuz asked what i was up to,curious cuz asked
ham,Nice.nice.how is it working?,nice nice how is it working,nice nice working
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,okay lor wah like that def they wont let us go haha what did they say in the terms and conditions,okay lor wah like def wont let us go haha say terms conditions
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,haha yup hopefully we will lose a few kg by mon after hip hop can go orchard and weigh again,haha yup hopefully lose kg mon hip hop go orchard weigh
ham,She's good. How are you. Where r u working now,she s good how are you where r u working now,good r u working
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",oh yes i ve just been a little under the weather so i ve kind of been coccooning at home,oh yes little weather kind coccooning home
ham,At home also.,at home also,home also
ham,This phone has the weirdest auto correct.,this phone has the weirdest auto correct,phone weirdest auto correct
ham,Oops my phone died and I didn't even know. Yeah I like it better.,oops my phone died and i didn t even know yeah i like it better,oops phone died even know yeah like better
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,havent mus ask if u can 1st wat of meet 4 lunch den u n him meet can already lor or u wan 2 go ask da ge 1st then confirm w me asap,havent mus ask u 1st wat meet 4 lunch den u n meet already lor u wan 2 go ask da ge 1st confirm w asap
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out 5 minuts latr wid a cake n my wife,said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",oh yeah and hav a great time in newquay send me a postcard 1 look after all the girls while im gone u know the 1im talkin bout xx,oh yeah hav great time newquay send postcard 1 look girls im gone u know 1im talkin bout xx
ham,We got a divorce. Lol. She.s here,we got a divorce lol she s here,got divorce lol
ham,What's ur pin?,what s ur pin,ur pin
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",babe have you got enough money to pick up bread and milk and i ll give you it back when you get home,babe got enough money pick bread milk give back get home
ham,I want snow. It's just freezing and windy.,i want snow it s just freezing and windy,want snow freezing windy
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,urgent we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call from land line claim y87 valid 12hrs only,urgent trying contact u todays draw shows 2000 prize guaranteed call land line claim y87 valid 12hrs
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,come to mahal bus stop lt decimal gt,come mahal bus stop lt decimal gt
ham,Don know:)this week i'm going to tirunelvai da.,don know this week i m going to tirunelvai da,know week going tirunelvai da
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,me too baby i promise to treat you well i bet you will take good care of me,baby promise treat well bet take good care
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,its like that hotel dusk game i think you solve puzzles in a area thing,like hotel dusk game think solve puzzles area thing
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",thanks for your ringtone order reference number x29 your mobile will be charged 4 50 should your tone not arrive please call customer services,thanks ringtone order reference number x29 mobile charged 4 50 tone arrive please call customer services
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",hi my love how goes that day fuck this morning i woke and dropped my cell on the way down the stairs but it seems alright phews i miss you,hi love goes day fuck morning woke dropped cell way stairs seems alright phews miss
ham,Well that must be a pain to catch,well that must be a pain to catch,well must pain catch
ham,Sorry da thangam.it's my mistake.,sorry da thangam it s my mistake,sorry da thangam mistake
ham,I need... Coz i never go before ,i need coz i never go before,need coz never go
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",rose for red red for blood blood for heart heart for u but u for me send tis to all ur friends including me if u like me if u get back 1 u r poor in relation 2 u need some 1 to support 3 u r frnd 2 many 4 some1 luvs u 5 some1 is praying god to marry u try it,rose red red blood blood heart heart u u send tis ur friends including u like u get back 1 u r poor relation 2 u need 1 support 3 u r frnd 2 many 4 some1 luvs u 5 some1 praying god marry u try
ham,Wife.how she knew the time of murder exactly,wife how she knew the time of murder exactly,wife knew time murder exactly
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",six chances to win cash from 100 to 20 000 pounds txt csh11 and send to 87575 cost 150p day 6days 16 tsandcs apply reply hl 4 info,six chances win cash 100 20 000 pounds txt csh11 send 87575 cost 150p day 6days 16 tsandcs apply reply hl 4 info
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cash balance is currently 500 pounds to maximize ur cash in now send collect to 83600 only 150p msg cc po box 114 14 tcr w1,ur cash balance currently 500 pounds maximize ur cash send collect 83600 150p msg cc po box 114 14 tcr w1
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",i feel like a dick because i keep sleeping through your texts and facebook messages sup you in town,feel like dick keep sleeping texts facebook messages sup town
ham,No plm i will come da. On the way.,no plm i will come da on the way,plm come da way
ham,Guess he wants alone time. We could just show up and watch when they do..,guess he wants alone time we could just show up and watch when they do,guess wants alone time could show watch
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),height of recycling read twice people spend time for earning money and the same money is spent for spending time good morning keep smiling,height recycling read twice people spend time earning money money spent spending time good morning keep smiling
ham,Yup Ì_ not comin :-(,yup not comin,yup comin
ham,"Yes, princess. Toledo.",yes princess toledo,yes princess toledo
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",aight text me when you re back at mu and i ll swing by need somebody to get the door for me,aight text back mu swing need somebody get door
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ron say fri leh n he said ding tai feng cant make reservations but he said wait lor,ron say fri leh n said ding tai feng cant make reservations said wait lor
ham,Good. No swimsuit allowed :),good no swimsuit allowed,good swimsuit allowed
ham,Am okay. Will soon be over. All the best,am okay will soon be over all the best,okay soon best
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,a cute thought for friendship its not necessary to share every secret with ur close frnd,cute thought friendship necessary share every secret ur close frnd
ham,Ok i've sent u da latest version of da project.,ok i ve sent u da latest version of da project,ok sent u da latest version da project
ham,Good Morning my Dear........... Have a great &amp; successful day.,good morning my dear have a great amp successful day,good morning dear great amp successful day
ham,Pls accept me for one day. Or am begging you change the number.,pls accept me for one day or am begging you change the number,pls accept one day begging change number
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,squeeeeeze this is christmas hug if u lik my frndshp den hug me back if u get 3 u r cute 6 u r luvd 9 u r so lucky none people hate u,squeeeeeze christmas hug u lik frndshp den hug back u get 3 u r cute 6 u r luvd 9 u r lucky none people hate u
ham,"Its ok, if anybody asks abt me, u tel them..:-P",its ok if anybody asks abt me u tel them p,ok anybody asks abt u tel p
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",funny fact nobody teaches volcanoes 2 erupt tsunamis 2 arise hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife natural disasters just happens,funny fact nobody teaches volcanoes 2 erupt tsunamis 2 arise hurricanes 2 sway aroundn 1 teaches hw 2 choose wife natural disasters happens
ham,* You gonna ring this weekend or wot?,you gonna ring this weekend or wot,gonna ring weekend wot
ham,Also track down any lighters you can find,also track down any lighters you can find,also track lighters find
ham,"Sorry, I can't help you on this.",sorry i can t help you on this,sorry help
ham,"Babe, I need your advice",babe i need your advice,babe need advice
ham,"I‰Û÷ll leave around four, ok?",i ll leave around four ok,leave around four ok
ham,Come to medical college at 7pm ......forward it da,come to medical college at 7pm forward it da,come medical college 7pm forward da
ham,K:)k..its good:)when are you going?,k k its good when are you going,k k good going
ham,I can make lasagna for you... vodka...,i can make lasagna for you vodka,make lasagna vodka
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,hi its kate can u give me a ring asap xxx,hi kate u give ring asap xxx
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,who were those people were you in a tour i thought you were doing that sofa thing you sent me your curious sugar,people tour thought sofa thing sent curious sugar
ham,"No, but you told me you were going, before you got drunk!",no but you told me you were going before you got drunk,told going got drunk
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,he fucking chickened out he messaged me he would be late and woould buzz me and then i didn t hear a word from him,fucking chickened messaged would late woould buzz hear word
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",congratulations thanks to a good friend u have won the 2 000 xmas prize 2 claim is easy just call now only 10p per minute bt national rate,congratulations thanks good friend u 2 000 xmas prize 2 claim easy call 10p per minute bt national rate
ham,I'm always looking for an excuse to be in the city.,i m always looking for an excuse to be in the city,always looking excuse city
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,yup i m still having coffee wif my frens my fren drove she ll give me a lift,yup still coffee wif frens fren drove give lift
ham,O shore are you takin the bus,o shore are you takin the bus,shore takin bus
ham,So u gonna get deus ex?,so u gonna get deus ex,u gonna get deus ex
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,i will send them to your email do you mind lt gt times per night,send email mind lt gt times per night
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",do you want a new nokia 3510i colour phone deliveredtomorrow with 300 free minutes to any mobile 100 free texts free camcorder reply or call,want new nokia 3510i colour phone deliveredtomorrow 300 free minutes mobile 100 free texts free camcorder reply call
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,tap spile at seven is that pub on gas st off broad st by canal ok,tap spile seven pub gas st broad st canal ok
ham,Ok then i come n pick u at engin?,ok then i come n pick u at engin,ok come n pick u engin
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,which is why i never wanted to tell you any of this which is why i m so short with you and on edge as of late,never wanted tell short edge late
ham,Raviyog Peripherals bhayandar east,raviyog peripherals bhayandar east,raviyog peripherals bhayandar east
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,k actually can you guys meet me at the sunoco on howard it should be right on the way,k actually guys meet sunoco howard right way
spam,You have 1 new voicemail. Please call 08719181513.,you have 1 new voicemail please call,1 new voicemail please call
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",moon has come to color your dreams stars to make them musical and my sms to give you warm and peaceful sleep good night,moon come color dreams stars make musical sms give warm peaceful sleep good night
ham,Just finished eating. Got u a plate. NOT leftovers this time.,just finished eating got u a plate not leftovers this time,finished eating got u plate leftovers time
ham,Thanx a lot...,thanx a lot,thanx lot
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,hurry home u big butt hang up on your last caller if u have to food is done and i m starving don t ask what i cooked,hurry home u big butt hang last caller u food done starving ask cooked
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,lol your right what diet everyday i cheat anyway i m meant to be a fatty,lol right diet everyday cheat anyway meant fatty
ham,Its a great day. Do have yourself a beautiful one.,its a great day do have yourself a beautiful one,great day beautiful one
ham,What happened in interview?,what happened in interview,happened interview
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve d case a man was found murdered on lt decimal gt lt gt afternoon 1 his wife called police 2 police questioned everyone 3 wife sir i was sleeping when the murder took place 4 cook i was cooking 5 gardener i was picking vegetables 6 house maid i went 2 d post office 7 children we went 2 play 8 neighbour we went 2 a marriage police arrested d murderer immediately who s it reply with reason if u r brilliant,solve case man found murdered lt decimal gt lt gt afternoon 1 wife called police 2 police questioned everyone 3 wife sir sleeping murder took place 4 cook cooking 5 gardener picking vegetables 6 house maid went 2 post office 7 children went 2 play 8 neighbour went 2 marriage police arrested murderer immediately reply reason u r brilliant
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,badrith is only for chennai i will surely pick for us no competition for him,badrith chennai surely pick us competition
ham,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,i tot it s my group mate lucky i havent reply wat time do need to leave,tot group mate lucky havent reply wat time need leave
ham,Hey you around? I've got enough for a half + the ten I owe you,hey you around i ve got enough for a half the ten i owe you,hey around got enough half ten owe
ham,Hey tmr maybe can meet you at yck,hey tmr maybe can meet you at yck,hey tmr maybe meet yck
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,alrite sam its nic just checkin that this is ur number so is it t b,alrite sam nic checkin ur number b
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,they are just making it easy to pay back i have lt gt yrs to say but i can pay back earlier you get,making easy pay back lt gt yrs say pay back earlier get
ham,Not to worry. I'm sure you'll get it.,not to worry i m sure you ll get it,worry sure get
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",the gas station is like a block away from my house you ll drive right by it since armenia ends at swann and you have to take howard,gas station like block away house drive right since armenia ends swann take howard
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",someone u know has asked our dating service 2 contact you cant guess who call now all will be revealed pobox 6 ls15hb 150p,someone u know asked dating service 2 contact cant guess call revealed pobox 6 ls15hb 150p
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,camera you are awarded a sipix digital camera call fromm landline delivery within 28 days,camera awarded sipix digital camera call fromm landline delivery within 28 days
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,my tuition is at 330 hm we go for the 1120 to 1205 one do you mind,tuition 330 hm go 1120 1205 one mind
ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",i m not smoking while people use wylie smokes too much to justify ruining my shit,smoking people use wylie smokes much justify ruining shit
ham,Dear good morning how you feeling dear,dear good morning how you feeling dear,dear good morning feeling dear
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,a little meds say take once every 8 hours it s only been 5 but pain is back so i took another hope i don t die,little meds say take every 8 hours 5 pain back took another hope die
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",beautiful tomorrow never comes when it comes it s already today in the hunt of beautiful tomorrow don t waste your wonderful today goodmorning,beautiful tomorrow never comes comes already today hunt beautiful tomorrow waste wonderful today goodmorning
ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,dunno lei all decide lor how abt leona oops i tot ben is going n i msg him,dunno lei decide lor abt leona oops tot ben going n msg
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,hi there we have now moved in2 our pub would be great 2 c u if u cud come up,hi moved in2 pub would great 2 c u u cud come
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,todays voda numbers ending 5226 are selected to receive a 350 award if you hava a match please call quoting claim code 1131 standard rates app,todays voda numbers ending 5226 selected receive 350 award hava match please call quoting claim code 1131 standard rates app
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgs 150p 18 only,message free welcome new improved sex dogging club unsubscribe service reply stop msgs 150p 18
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybee said i m d sweetest in d world god laughed amp said wait u havnt met d person reading this msg moral even god can crack jokes gm gn ge gn,honeybee said sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack jokes gm gn ge gn
ham,Just do what ever is easier for you,just do what ever is easier for you,ever easier
spam,RCT' THNQ Adrian for U text. Rgds Vatian,rct thnq adrian for u text rgds vatian,rct thnq adrian u text rgds vatian
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,stop calling everyone saying i might have cancer my throat hurts to talk i can t be answering everyones calls if i get one more call i m not babysitting on monday,stop calling everyone saying might cancer throat hurts talk answering everyones calls get one call babysitting monday
ham,"It'll be tough, but I'll do what I have to",it ll be tough but i ll do what i have to,tough
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,im gonnamissu so much i would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract luv yaxx,im gonnamissu much would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx
